elevation,point_id,slope,longitude,latitude,clay,land_cover,annual_rainfall,NDVI,sand,silt,soc,K,LS,C,P,R,soil_loss
444,1,6.314530372619629,78.11032133014186,23.66997809512094,35,40,1419.4403696378577,0.30470988154411316,38,27,2,0.032711939433240175,1.1319924906025731,0.41623840809954593,1,594.2568541785423,9.1593823963605
453,2,1.3728091716766357,78.11651970560229,23.641681163671173,34,40,1448.9677751803904,0.5110621452331543,39,27,2,0.03261360242966765,0.5890216519147603,0.12362538227777672,1,604.9753023904817,1.4367305447531176
564,3,13.718143463134766,78.1281079727674,23.655155892932967,34,10,1419.4403696378577,0.5865941643714905,40,26,3,0.03073792932539105,1.8197218708945997,0.05855076787782561,1,594.2568541785423,1.946195290163712
507,4,2.22593355178833,78.12864696193787,23.628475928994618,31,40,1448.9677751803904,0.4849705696105957,43,26,2,0.03177369361813611,0.7147369761992034,0.15209145969114513,1,604.9753023904817,2.089567607940033
579,5,3.03444766998291,78.12514353232984,23.63683026113693,32,10,1448.9677751803904,0.532778799533844,41,27,4,0.029937842192663638,0.8091859429632821,0.10222002585300917,1,604.9753023904817,1.498105699428348
476,6,1.3728076219558716,78.15074551792725,23.64141166908594,33,40,1418.6222227388062,0.604573130607605,42,25,5,0.027858926930634808,0.5890213858417002,0.04698977573380485,1,593.9598668541867,0.45798992140563044
449,7,3.704791784286499,78.11463324350564,23.654077914592023,35,40,1419.4403696378577,0.45349130034446716,39,26,2,0.03211193128373936,0.8766006888617621,0.1902161776541567,1,594.2568541785423,3.181924593744315
452,8,3.172369956970215,78.11490273809085,23.63117087484698,36,40,1448.9677751803904,0.2957545518875122,36,28,2,0.033420379135029564,0.8237304510281958,0.43174551102825687,1,604.9753023904817,7.190547664126893
508,9,2.1122806072235107,78.12864696193787,23.62443351021608,34,40,1448.9677751803904,0.37712720036506653,40,26,2,0.03201877095158267,0.6998956819113249,0.2979205433416136,1,604.9753023904817,4.039020599765052
439,10,4.218955993652344,78.10412295468143,23.640872679915468,36,40,1448.9677751803904,0.4727202355861664,39,25,2,0.03160470415796017,0.9235285142899052,0.16645124670087388,1,604.9753023904817,2.9391837373806418
578,11,2.9582457542419434,78.12918595110835,23.613114737636174,33,10,1448.9677751803904,0.6008477807044983,41,26,4,0.029473836945967745,0.8009807953659746,0.04926113887480298,1,604.9753023904817,0.7035595677815718
518,12,2.023686170578003,78.13403685364261,23.615540188903296,35,10,1448.9677751803904,0.593052089214325,39,26,4,0.02964054861738372,0.6879921256040972,0.05422387847935351,1,604.9753023904817,0.6689565783092283
469,13,2.024235248565674,78.16529822552997,23.651113474154428,31,40,1428.689493343234,0.5096915364265442,44,25,2,0.031194284699356555,0.6880668496447322,0.12504710028245955,1,597.6142860835939,1.6039848506303946
